"date","value","section","grouping","sort","units","grade","level_achieved"
2012,NA,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2012,NA,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2013,0.462,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2013,0.487,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2013,0.051,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2013,263534,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2013,0.01435,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2013,112157671,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2013,8618,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2013,NA,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2013,NA,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2014,0.451,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2014,0.498,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2014,0.05,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2014,261594,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2014,0.0146,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2014,117164784,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2014,8653,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2014,NA,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2014,NA,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2015,0.465,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2015,0.49,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2015,0.045,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2015,267850,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2015,0.0149,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2015,126825805,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2015,9023,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2015,NA,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2015,NA,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2016,0.458,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2016,0.498,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2016,0.044,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2016,267682,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2016,0.0149,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2016,137949616,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2016,9458,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2016,NA,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2016,NA,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2017,0.449,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2017,0.505,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2017,0.045,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2017,274732,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2017,0.0149,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2017,144009941,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2017,9549,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2017,NA,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2017,NA,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2018,0.43,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2018,0.516,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2018,0.051,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2018,294407,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2018,0.015,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2018,151839095,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2018,9818,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2018,NA,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2018,NA,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2019,0.446,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2019,0.488,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2019,0.066,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2019,316694,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2019,0.015,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2019,148007922,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2019,9479,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2019,122184327,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2019,25823595,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2020,0.435,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2020,0.485,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2020,0.08,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2020,329859,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2020,0.015,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2020,158764921,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2020,10069,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2020,132102894,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2020,26662027,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2021,0.488,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2021,0.443,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2021,0.069,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2021,369857,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2021,0.014,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2021,166898207,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2021,10481,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2021,140010214,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2021,26887993,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2022,0.464,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2022,0.434,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2022,0.101,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2022,401725,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2022,0.014,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2022,169182554,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2022,10815,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2022,139994264,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2022,29188290,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
2023,0.455,"Taxes_and_Revenues","State","SOURCE1","percent_of_total_funding","All",NA
2023,0.419,"Taxes_and_Revenues","Local and Other","SOURCE2","percent_of_total_funding","All",NA
2023,0.126,"Taxes_and_Revenues","Federal","SOURCE3","percent_of_total_funding","All",NA
2023,430031,"Taxes_and_Revenues","Taxable Value Per Pupil","TR1","dollars","All",NA
2023,0.014,"Taxes_and_Revenues","Locally Adopted Tax Rate","TR2","rate","All",NA
2023,186038245,"Taxes_and_Revenues","Total Revenue","TR3","dollars","All",NA
2023,11719,"Taxes_and_Revenues","Total Revenue Per Pupil","TR4","dollars","All",NA
2023,153290794,"Taxes_and_Revenues","Total Operating Revenue","TR5","dollars","All",NA
2023,32747451,"Taxes_and_Revenues","Total Other Revenue","TR9","dollars","All",NA
1995,0.91,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
1995,0.04,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
1995,0.04,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
1995,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
1995,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
1995,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
1995,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
1995,0.472,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
1995,9.7,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
1995,0.183,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
1995,0.137,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
1995,0.64,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
1995,0.13,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
1995,0.05,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
1995,0.01,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
1995,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
1995,0.13,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
1996,0.9,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
1996,0.05,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
1996,0.05,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
1996,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
1996,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
1996,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
1996,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
1996,0.45,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
1996,9.9,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
1996,0.18,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
1996,0.118,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
1996,0.64,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
1996,0.13,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
1996,0.05,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
1996,0.01,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
1996,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
1996,0.13,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
1997,0.88,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
1997,0.07,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
1997,0.04,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
1997,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
1997,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
1997,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
1997,0.01,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
1997,0.454,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
1997,9.8,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
1997,0.181,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
1997,0.123,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
1997,0.7,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
1997,0.13,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
1997,0.04,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
1997,0.01,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
1997,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
1997,0.09,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
1998,0.86,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
1998,0.08,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
1998,0.04,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
1998,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
1998,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
1998,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
1998,0.01,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
1998,0.425,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
1998,10.1,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
1998,0.193,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
1998,0.159,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
1998,0.73,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
1998,0.11,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
1998,0.08,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
1998,0.01,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
1998,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
1998,0.03,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
1999,0.86,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
1999,0.08,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
1999,0.04,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
1999,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
1999,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
1999,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
1999,0.01,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
1999,0.473,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
1999,9.9,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
1999,0.21,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
1999,0.112,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
1999,0.75,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
1999,0.13,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
1999,0.02,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
1999,0.01,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
1999,0.05,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
1999,0.05,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
2000,0.88,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
2000,0.08,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
2000,0.03,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
2000,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
2000,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
2000,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
2000,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
2000,0.467,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
2000,9.6,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
2000,0.221,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
2000,0.17,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
2000,0.74,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
2000,0.12,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
2000,0.03,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
2000,0.01,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
2000,0.05,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
2000,0.06,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
2001,0.89,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
2001,0.07,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
2001,0.04,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
2001,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
2001,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
2001,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
2001,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
2001,0.457,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
2001,9.7,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
2001,0.239,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
2001,0.133,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
2001,0.72,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
2001,0.11,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
2001,0.03,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
2001,0.01,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
2001,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
2001,0.08,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
2002,0.89,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
2002,0.07,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
2002,0.03,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
2002,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
2002,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
2002,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
2002,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
2002,0.438,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
2002,9.7,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
2002,0.239,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
2002,0.148,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
2002,0.76,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
2002,0.09,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
2002,0.02,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
2002,0.01,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
2002,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
2002,0.08,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
2003,0.89,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
2003,0.08,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
2003,0.03,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
2003,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
2003,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
2003,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
2003,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
2003,0.416,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
2003,10,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
2003,0.24,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
2003,0.129,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
2003,0.75,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
2003,0.1,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
2003,0.07,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
2003,0.02,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
2003,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
2003,0.03,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
2004,0.88,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
2004,0.09,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
2004,0.03,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
2004,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
2004,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
2004,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
2004,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
2004,0.407,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
2004,9.8,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
2004,0.235,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
2004,0.109,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
2004,0.73,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
2004,0.1,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
2004,0.07,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
2004,0.02,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
2004,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
2004,0.04,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
2005,0.89,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
2005,0.09,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
2005,0.02,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
2005,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
2005,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
2005,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
2005,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
2005,0.405,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
2005,9.5,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
2005,0.255,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
2005,0.134,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
2005,0.72,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
2005,0.1,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
2005,0.07,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
2005,0.02,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
2005,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
2005,0.05,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
2006,0.87,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
2006,0.1,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
2006,0.03,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
2006,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
2006,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
2006,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
2006,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
2006,0.375,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
2006,9.4,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
2006,0.238,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
2006,0.119,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
2006,0.77,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
2006,0.09,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
2006,0.06,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
2006,0.01,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
2006,0.04,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA
2006,0.03,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA
2007,0.86,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA
2007,0.11,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA
2007,0.03,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA
2007,NA,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA
2007,NA,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA
2007,NA,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA
2007,0,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA
2007,0.36,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA
2007,9.2,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA
2007,0.249,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA
2007,0.099,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA
2007,0.73,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA
2007,0.1,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA
2007,0.06,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA
2007,0.03,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA
